ID_cliente,Contrato,Facturacion_electronica,Metodo_pago,Cargos_mensuales,Cargos_totales,Abandono
8785-CJSHH,Mes a mes,Sí,Cheque electrónico,99.8,5985.75,No
5357-TZHPP,Mes a mes,Sí,Tarjeta de crédito (automática),84.4,732.5,Sí
3870-SPZSI,Dos años,Sí,Tarjeta de crédito (automática),113.05,7869.05,No
0680-DFNNY,Mes a mes,Sí,Cheque electrónico,101.1,1504.05,Sí
7560-QRBXH,Un año,No,Cheque por correo,19.95,936.7,No
7077-XJMET,Mes a mes,Sí,Cheque electrónico,74.15,741.4,No
8752-GHJFU,Un año,Sí,Cheque electrónico,92.0,6585.2,No
6896-SRVYQ,Mes a mes,No,Cheque electrónico,73.85,3122.4,No
7767-UXAGJ,Mes a mes,Sí,Cheque electrónico,50.45,50.45,Sí
4652-ODEVH,Dos años,No,Cheque por correo,24.45,1088.25,No
6510-UPNKS,Un año,No,Tarjeta de crédito (automática),24.8,615.35,No
6718-BDGHG,Un año,Sí,Transferencia bancaria (automática),64.85,2908.2,No
9046-DQMTP,Mes a mes,No,Transferencia bancaria (automática),20.75,739.9,No
6439-LAJXL,Mes a mes,Sí,Cheque por correo,68.95,593.85,No
1571-SAVHK,Mes a mes,Sí,Cheque por correo,99.95,1132.75,Sí
9052-VKDUW,Mes a mes,Sí,Tarjeta de crédito (automática),109.4,7227.45,No
9546-CQJSU,Mes a mes,Sí,Cheque electrónico,91.4,193.6,Sí
1666-JZPZT,Mes a mes,No,Cheque por correo,49.0,1291.35,No
5777-KJIRB,Un año,Sí,Cheque por correo,50.25,2023.55,No
0506-LVNGN,Mes a mes,Sí,Tarjeta de crédito (automática),75.55,349.65,Sí
7677-SJJJK,Un año,No,Tarjeta de crédito (automática),19.9,153.95,No
2480-EJWYP,Un año,Sí,Transferencia bancaria (automática),97.8,5458.8,No
3253-HKOKL,Un año,No,Cheque electrónico,100.3,5244.45,No
7055-HNEOJ,Mes a mes,Sí,Cheque por correo,55.8,154.55,No
5514-YQENT,Dos años,Sí,Cheque electrónico,111.15,4507.15,No
3211-AAPKX,Mes a mes,Sí,Cheque por correo,98.55,2031.95,No
8445-DNBAE,Mes a mes,Sí,Cheque electrónico,50.05,50.05,No
2951-QOQTK,Mes a mes,No,Tarjeta de crédito (automática),80.8,332.45,Sí
2958-NHPPS,Mes a mes,No,Cheque electrónico,20.85,473.9,No
6806-YDEUL,Mes a mes,No,Transferencia bancaria (automática),19.5,106.8,No
1735-XMJVH,Mes a mes,Sí,Cheque por correo,19.35,152.6,No
6890-PFRQX,Mes a mes,No,Cheque por correo,69.5,1199.4,No
0222-CNVPT,Mes a mes,Sí,Tarjeta de crédito (automática),48.8,2555.05,No
5899-OUVKV,Mes a mes,Sí,Cheque electrónico,94.5,2979.2,No
8681-ICONS,Mes a mes,Sí,Cheque por correo,20.65,654.85,No
1621-YNCJH,Dos años,Sí,Tarjeta de crédito (automática),106.05,3834.4,No
3473-XIIIT,Mes a mes,Sí,Cheque electrónico,100.0,1534.75,Sí
6362-QHAFM,Un año,Sí,Cheque electrónico,108.3,4586.15,No
7893-IXHRQ,Mes a mes,No,Cheque electrónico,20.55,20.55,Sí
3070-BDOQC,Dos años,Sí,Cheque electrónico,99.65,5941.05,No
2952-QAYZF,Mes a mes,Sí,Cheque electrónico,85.3,424.15,Sí
6234-PFPXL,Mes a mes,No,Tarjeta de crédito (automática),95.9,2234.95,No
9824-QCJPK,Un año,No,Cheque por correo,20.0,666.75,No
4763-PGDPO,Mes a mes,No,Cheque electrónico,70.4,281.0,Sí
4283-IVYCI,Mes a mes,No,Cheque por correo,64.95,547.8,No
1866-OBPNR,Mes a mes,No,Tarjeta de crédito (automática),74.6,74.6,No
8205-MQUGY,Mes a mes,Sí,Cheque electrónico,49.2,571.15,No
8970-ANWXO,Un año,Sí,Cheque por correo,73.75,1756.6,No
9480-BQJEI,Un año,Sí,Transferencia bancaria (automática),92.3,5731.45,No
5394-SVGJV,Mes a mes,No,Transferencia bancaria (automática),98.8,3475.55,Sí
6979-TNDEU,Mes a mes,No,Cheque por correo,19.2,156.85,No
9777-WJJPR,Mes a mes,No,Tarjeta de crédito (automática),88.65,2683.2,No
9283-LZQOH,Mes a mes,Sí,Tarjeta de crédito (automática),74.4,896.75,Sí
7079-QRCBC,Mes a mes,Sí,Cheque electrónico,98.75,2407.3,Sí
9495-SKLKD,Mes a mes,Sí,Transferencia bancaria (automática),95.95,4456.65,No
6048-UWKAL,Dos años,No,Tarjeta de crédito (automática),105.4,6998.95,No
5067-DGXLL,Mes a mes,No,Cheque por correo,20.25,36.8,No
5469-CTCWN,Un año,Sí,Cheque electrónico,106.0,6547.7,Sí
9851-QXEEQ,Mes a mes,Sí,Cheque electrónico,104.7,4346.4,Sí
6281-FKEWS,Un año,Sí,Cheque electrónico,49.05,2265.0,No
8898-KASCD,Un año,No,Cheque por correo,35.55,1309.15,No
9242-TKFSV,Dos años,Sí,Tarjeta de crédito (automática),65.1,4754.3,No
9290-SHCMB,Mes a mes,Sí,Cheque electrónico,96.85,1235.55,No
0743-HNPFG,Un año,Sí,Tarjeta de crédito (automática),69.75,3562.5,No
2277-BKJKN,Dos años,Sí,Cheque electrónico,99.2,7213.75,No
9809-IMGCQ,Mes a mes,Sí,Cheque electrónico,96.7,2082.95,Sí
5208-HFSBT,Mes a mes,Sí,Tarjeta de crédito (automática),55.05,102.75,Sí
5035-PGZXH,Un año,Sí,Cheque electrónico,106.8,5914.4,No
8695-WDYEA,Mes a mes,No,Cheque por correo,51.25,51.25,No
6543-JXSOO,Un año,Sí,Cheque por correo,57.75,1282.85,No
8016-ZMGMO,Un año,Sí,Transferencia bancaria (automática),70.85,4738.85,No
8605-ITULD,Mes a mes,No,Cheque por correo,19.55,19.55,No
3254-YRILK,Mes a mes,Sí,Cheque electrónico,88.2,1775.8,Sí
6416-YJTTB,Mes a mes,Sí,Transferencia bancaria (automática),79.5,795.65,No
2667-WYLWJ,Un año,Sí,Cheque por correo,19.75,145.0,Sí
4472-VESGY,Mes a mes,No,Transferencia bancaria (automática),98.15,4993.4,No
3195-TQDZX,Mes a mes,Sí,Cheque electrónico,20.25,61.45,No
3128-YOVTD,Mes a mes,Sí,Transferencia bancaria (automática),79.15,4018.55,No
0529-ONKER,Mes a mes,No,Cheque electrónico,75.65,1146.65,Sí
1728-CXQBE,Mes a mes,Sí,Cheque electrónico,94.25,6081.4,No
7041-TXQJH,Mes a mes,Sí,Tarjeta de crédito (automática),40.2,1478.85,No
5014-GSOUQ,Dos años,No,Cheque por correo,19.95,243.65,No
5724-BIDBU,Un año,Sí,Cheque electrónico,55.35,2633.95,No
0481-SUMCB,Un año,Sí,Transferencia bancaria (automática),102.15,4735.35,No
1769-GRUIK,Mes a mes,Sí,Cheque electrónico,71.1,1247.75,No
5240-IJOQT,Mes a mes,Sí,Cheque electrónico,74.7,74.7,Sí
8819-WFGGJ,Dos años,Sí,Transferencia bancaria (automática),54.1,3794.5,No
7427-AUFPY,Dos años,No,Tarjeta de crédito (automática),19.65,1008.7,No
2811-POVEX,Mes a mes,Sí,Transferencia bancaria (automática),88.45,2130.55,No
1092-GANHU,Mes a mes,Sí,Cheque electrónico,76.65,1313.55,Sí
7898-PDWQE,Dos años,No,Tarjeta de crédito (automática),80.4,5727.15,No
9972-EWRJS,Dos años,Sí,Transferencia bancaria (automática),19.25,1372.9,No
9314-IJWSQ,Mes a mes,Sí,Cheque electrónico,84.8,1203.9,No
0661-XEYAN,Mes a mes,Sí,Cheque por correo,25.8,25.8,Sí
5799-JRCZO,Dos años,No,Tarjeta de crédito (automática),19.5,1215.1,No
1921-KYSAY,Un año,Sí,Cheque electrónico,68.6,2877.05,No
6198-RTPMF,Mes a mes,No,Cheque electrónico,92.6,1579.7,No
2924-KHUVI,Un año,Sí,Cheque electrónico,100.55,5514.95,No
1925-GMVBW,Mes a mes,No,Tarjeta de crédito (automática),20.55,96.1,No
7881-EVUAD,Mes a mes,Sí,Cheque electrónico,42.6,72.4,Sí
6184-DYUOB,Mes a mes,Sí,Cheque por correo,19.6,55.25,No
9207-ZPANB,Un año,No,Cheque electrónico,67.45,2443.3,No
5766-XQXMQ,Mes a mes,Sí,Transferencia bancaria (automática),68.85,1970.5,Sí
9327-QSDED,Mes a mes,No,Cheque por correo,43.55,335.4,No
1656-DRSMG,Mes a mes,Sí,Tarjeta de crédito (automática),109.85,7002.95,No
3012-VFFMN,Mes a mes,No,Cheque por correo,20.65,158.95,No
2984-AFWNC,Mes a mes,No,Cheque electrónico,95.4,293.15,No
0640-YJTPY,Dos años,No,Transferencia bancaria (automática),21.0,1493.75,No
8096-LOIST,Mes a mes,Sí,Cheque electrónico,56.2,1093.4,No
9764-REAFF,Dos años,No,Transferencia bancaria (automática),18.4,1057.85,No
3703-VAVCL,Mes a mes,No,Tarjeta de crédito (automática),90.0,190.05,Sí
7107-UBYKY,Mes a mes,Sí,Cheque electrónico,25.75,882.55,No
4881-GQJTW,Mes a mes,No,Tarjeta de crédito (automática),19.6,300.4,No
8519-QJGJD,Mes a mes,No,Cheque electrónico,75.35,1025.95,Sí
7876-DNYAP,Dos años,No,Tarjeta de crédito (automática),19.8,1436.95,No
7905-NJMXS,Mes a mes,No,Cheque electrónico,64.2,475.0,No
2882-WDTBA,Dos años,Sí,Transferencia bancaria (automática),75.75,5388.15,No
2091-GPPIQ,Dos años,Sí,Cheque electrónico,78.95,5730.15,No
6326-MTTXK,Mes a mes,No,Cheque electrónico,100.85,819.55,Sí
5071-FBJFS,Mes a mes,No,Cheque electrónico,50.3,217.1,No
2796-UUZZO,Mes a mes,Sí,Tarjeta de crédito (automática),80.3,4896.35,No
2429-AYKKO,Dos años,No,Transferencia bancaria (automática),19.85,1434.1,No
9798-OPFEM,Dos años,Sí,Cheque electrónico,21.1,937.1,No
0330-IVZHA,Mes a mes,No,Cheque electrónico,69.95,330.15,Sí
3794-NFNCH,Mes a mes,Sí,Cheque por correo,50.0,1474.9,No
5193-QLVZB,Dos años,Sí,Transferencia bancaria (automática),104.75,6536.5,No
7114-AEOZE,Dos años,No,Transferencia bancaria (automática),19.85,1128.1,No
2886-KEFUM,Un año,Sí,Cheque electrónico,107.5,6873.75,Sí
5522-NYKPB,Mes a mes,No,Cheque electrónico,85.9,2199.05,No
4237-RLAQD,Mes a mes,Sí,Cheque por correo,45.85,45.85,Sí
9957-YODKZ,Mes a mes,Sí,Cheque electrónico,80.8,457.1,No
6518-KZXCB,Dos años,No,Cheque por correo,25.25,566.5,No
2245-ADZFJ,Dos años,No,Transferencia bancaria (automática),80.55,2471.6,No
7776-QGYJC,Mes a mes,Sí,Transferencia bancaria (automática),81.5,3107.3,No
9313-QOLTZ,Mes a mes,No,Cheque por correo,20.9,518.3,No
9651-GTSAQ,Un año,Sí,Transferencia bancaria (automática),106.1,5769.75,Sí
3186-BAXNB,Mes a mes,No,Cheque electrónico,91.7,91.7,Sí
4672-FOTSD,Mes a mes,Sí,Cheque electrónico,67.25,832.3,No
0637-YLETY,Mes a mes,Sí,Tarjeta de crédito (automática),95.6,1555.65,Sí
9818-XQCUV,Mes a mes,No,Cheque por correo,20.35,45.3,No
7338-ERIVA,Un año,No,Transferencia bancaria (automática),45.05,1790.6,No
1157-BQCUW,Mes a mes,Sí,Cheque electrónico,74.95,74.95,Sí
8259-NFJTV,Mes a mes,No,Cheque por correo,34.65,246.6,No
3223-DWFIO,Mes a mes,No,Cheque electrónico,69.35,261.65,No
2660-EMUBI,Mes a mes,Sí,Cheque electrónico,95.35,898.35,Sí
6968-GMKPR,Mes a mes,Sí,Cheque electrónico,81.55,4509.5,No
4751-ERMAN,Dos años,Sí,Transferencia bancaria (automática),75.4,5480.25,No
1436-ZMJAN,Mes a mes,Sí,Tarjeta de crédito (automática),67.8,653.15,No
3292-PBZEJ,Mes a mes,Sí,Cheque electrónico,111.4,1183.05,No
0799-DDIHE,Mes a mes,No,Cheque electrónico,46.3,639.45,No
3070-FNFZQ,Dos años,No,Transferencia bancaria (automática),20.4,478.75,No
2812-SFXMJ,Mes a mes,No,Cheque por correo,20.05,20.05,No
7675-OZCZG,Mes a mes,No,Cheque electrónico,45.0,127.1,Sí
5014-WUQMG,Un año,Sí,Cheque electrónico,96.1,4391.45,No
5312-TSZVC,Un año,No,Cheque por correo,19.65,270.6,No
2003-CKLOR,Mes a mes,No,Cheque electrónico,99.5,6710.5,Sí
0993-OSGPT,Un año,Sí,Transferencia bancaria (automática),60.65,3975.9,No
9254-RBFON,Un año,No,Transferencia bancaria (automática),98.6,1704.95,Sí
1205-WNWPJ,Mes a mes,Sí,Cheque por correo,59.5,415.95,Sí
9391-EOYLI,Mes a mes,Sí,Cheque electrónico,80.45,950.2,Sí
7108-DGVUU,Un año,No,Transferencia bancaria (automática),71.7,1497.05,No
2782-JEEBU,Mes a mes,Sí,Cheque por correo,36.0,780.15,No
5127-BZENZ,Un año,No,Transferencia bancaria (automática),65.2,3512.15,No
2720-FVBQP,Mes a mes,Sí,Tarjeta de crédito (automática),48.95,273.25,No
9906-NHHVC,Dos años,Sí,Transferencia bancaria (automática),53.5,3517.9,No
4522-XRWWI,Un año,No,Tarjeta de crédito (automática),80.45,3375.9,No
3766-EJLFL,Dos años,Sí,Transferencia bancaria (automática),109.05,7508.55,No
5939-SXWHM,Dos años,No,Transferencia bancaria (automática),26.3,1245.05,No
8152-UOBNY,Un año,Sí,Cheque electrónico,106.8,5347.95,No
7351-KYHQH,Mes a mes,Sí,Cheque electrónico,64.95,493.65,No
7643-RCHXS,Dos años,No,Cheque electrónico,19.35,1263.85,No
8246-SHFGA,Mes a mes,No,Tarjeta de crédito (automática),21.1,385.55,No
8387-MOJJT,Mes a mes,Sí,Tarjeta de crédito (automática),77.95,3384.0,Sí
0620-XEFWH,Mes a mes,No,Cheque por correo,18.85,84.2,No
6485-QXWWE,Dos años,No,Transferencia bancaria (automática),26.0,1638.7,No
2761-OCIAX,Mes a mes,Sí,Cheque electrónico,74.7,165.4,Sí
7321-VGNKU,Mes a mes,Sí,Cheque electrónico,70.35,120.25,No
5327-CNLUQ,Dos años,Sí,Transferencia bancaria (automática),96.9,4473.45,No
7552-KEYGT,Dos años,No,Transferencia bancaria (automática),19.55,520.55,No
5816-JMLGY,Dos años,Sí,Transferencia bancaria (automática),80.4,5717.85,No
3068-OMWZA,Mes a mes,Sí,Cheque electrónico,88.8,88.8,Sí
2927-QRRQV,Un año,Sí,Cheque electrónico,94.65,4312.5,No
6032-KRXXO,Mes a mes,Sí,Cheque electrónico,90.25,2755.35,Sí
7459-RRWQZ,Mes a mes,Sí,Transferencia bancaria (automática),64.65,994.55,Sí
6265-SXWBU,Un año,No,Tarjeta de crédito (automática),95.75,6511.25,No
7941-RCJOW,Dos años,Sí,Tarjeta de crédito (automática),19.55,1218.65,No
6374-NTQLP,Dos años,Sí,Tarjeta de crédito (automática),104.1,7447.7,No
4154-AQUGT,Mes a mes,Sí,Transferencia bancaria (automática),89.05,1169.35,Sí
2387-KDZQY,Un año,Sí,Cheque por correo,20.1,279.5,No
3584-WKTTW,Un año,Sí,Cheque electrónico,111.55,5720.35,No
3399-BMLVW,Dos años,No,Tarjeta de crédito (automática),60.5,3121.45,No
1971-DTCZB,Dos años,Sí,Transferencia bancaria (automática),90.95,6468.6,No
3092-IGHWF,Un año,No,Cheque electrónico,87.4,5918.8,Sí
3374-PZLXD,Mes a mes,No,Cheque por correo,19.7,675.6,No
3813-DHBBB,Dos años,Sí,Transferencia bancaria (automática),50.95,3521.7,No
2812-REYAT,Un año,Sí,Transferencia bancaria (automática),20.05,923.1,No
6518-PPLMZ,Dos años,Sí,Cheque por correo,19.4,1110.35,No
4939-KYYPY,Mes a mes,No,Cheque electrónico,59.45,1611.65,No
8017-LXHFA,Mes a mes,Sí,Cheque electrónico,94.75,2293.6,Sí
5930-GBIWP,Dos años,Sí,Tarjeta de crédito (automática),81.5,5553.25,No
6022-KOUQO,Mes a mes,No,Transferencia bancaria (automática),29.05,44.75,No
6352-TWCAU,Mes a mes,Sí,Cheque electrónico,86.45,3029.1,Sí
2361-UPSND,Un año,No,Cheque por correo,70.6,3231.05,No
6035-RIIOM,Dos años,Sí,Transferencia bancaria (automática),97.2,5129.45,No
2929-QNSRW,Un año,Sí,Cheque electrónico,98.25,5508.35,Sí
1262-OPMFY,Mes a mes,Sí,Transferencia bancaria (automática),75.75,655.9,Sí
9504-DSHWM,Mes a mes,No,Transferencia bancaria (automática),59.2,1191.2,No
5035-BVCXS,Mes a mes,Sí,Cheque por correo,75.9,866.4,No
6267-DCFFZ,Mes a mes,Sí,Cheque electrónico,90.05,2627.2,No
3533-UVMOM,Dos años,No,Transferencia bancaria (automática),70.95,4741.45,No
2439-LYPMQ,Mes a mes,Sí,Cheque electrónico,102.6,4009.2,No
4248-QPAVC,Mes a mes,Sí,Transferencia bancaria (automática),85.35,1463.45,Sí
1899-VXWXM,Un año,Sí,Tarjeta de crédito (automática),106.1,5082.8,Sí
1478-VPOAD,Mes a mes,No,Cheque electrónico,43.8,43.8,No
9995-HOTOH,Dos años,No,Cheque electrónico,59.0,3707.6,No
2988-PLAHS,Un año,Sí,Cheque electrónico,69.95,220.45,No
1371-OJCEK,Un año,No,Transferencia bancaria (automática),24.35,1133.7,No
4999-IEZLT,Un año,No,Tarjeta de crédito (automática),29.45,1983.15,No
8883-ANODQ,Dos años,Sí,Tarjeta de crédito (automática),84.4,5746.75,No
4690-LLKUA,Mes a mes,Sí,Cheque electrónico,45.05,770.6,Sí
2351-RRBUE,Un año,No,Cheque por correo,20.65,134.05,No
5980-BDHPY,Dos años,Sí,Transferencia bancaria (automática),87.1,6230.1,No
1498-DQNRX,Mes a mes,No,Cheque por correo,19.85,573.05,No
9469-WEJBT,Mes a mes,Sí,Cheque electrónico,90.35,3419.3,No
3331-HQDTW,Mes a mes,Sí,Cheque por correo,109.8,3587.25,Sí
9490-DFPMD,Mes a mes,Sí,Cheque electrónico,84.65,3541.35,Sí
2581-VKIRT,Un año,No,Cheque por correo,65.5,3801.3,No
5442-XSDCW,Mes a mes,Sí,Transferencia bancaria (automática),79.5,868.5,Sí
7426-WEIJX,Mes a mes,Sí,Cheque electrónico,80.95,4859.1,No
2851-MMUTZ,Mes a mes,Sí,Cheque por correo,56.15,1439.35,No
3049-NDXFL,Mes a mes,No,Cheque por correo,85.8,85.8,Sí
8580-AECUZ,Mes a mes,Sí,Cheque electrónico,79.1,79.1,Sí
3307-TLCUD,Mes a mes,No,Cheque por correo,34.4,592.75,No
6625-FLENO,Dos años,No,Cheque por correo,20.75,1185.95,No
2967-MXRAV,Un año,No,Cheque por correo,18.8,18.8,No
7963-GQRMY,Mes a mes,No,Cheque por correo,44.3,134.5,Sí
8189-HBVRW,Mes a mes,No,Cheque electrónico,90.8,4921.2,No
4163-KIUHY,Mes a mes,Sí,Cheque electrónico,25.6,901.25,No
1228-FZFRV,Mes a mes,No,Tarjeta de crédito (automática),105.95,5341.8,Sí
3500-NSDOA,Dos años,No,Tarjeta de crédito (automática),70.8,4859.95,No
1171-TYKUR,Mes a mes,No,Cheque electrónico,25.4,1139.2,No
3761-FLYZI,Mes a mes,Sí,Transferencia bancaria (automática),108.8,7082.45,No
2058-DCJBE,Mes a mes,Sí,Cheque electrónico,69.75,324.6,Sí
5364-XYIRR,Mes a mes,Sí,Cheque electrónico,94.65,4812.75,Sí
4829-AUOAX,Mes a mes,No,Transferencia bancaria (automática),96.05,4399.5,Sí
1219-NNDDO,Mes a mes,Sí,Cheque electrónico,76.85,663.55,No
8388-DMKAE,Dos años,No,Cheque por correo,20.25,174.65,No
4403-BWPAY,Un año,Sí,Tarjeta de crédito (automática),24.8,321.7,No
9659-QEQSY,Mes a mes,Sí,Cheque electrónico,115.65,5125.5,No
5405-ZMYXQ,Mes a mes,Sí,Tarjeta de crédito (automática),74.6,548.9,No
5047-LHVLY,Mes a mes,Sí,Cheque por correo,50.15,50.15,Sí
1442-OKRJE,Un año,Sí,Transferencia bancaria (automática),103.15,7031.3,No
4737-AQCPU,Dos años,No,Tarjeta de crédito (automática),72.1,5016.65,No
9158-VCTQB,Mes a mes,Sí,Transferencia bancaria (automática),113.6,4594.95,Sí
2808-CHTDM,Dos años,No,Cheque por correo,25.1,611.45,No
6311-UEUME,Mes a mes,Sí,Cheque electrónico,78.9,2384.15,Sí
0793-TWELN,Mes a mes,Sí,Cheque electrónico,80.15,319.85,No
3283-WCWXT,Dos años,No,Cheque por correo,25.4,153.3,No
1060-ENTOF,Un año,Sí,Tarjeta de crédito (automática),105.4,7035.6,No
0999-QXNSA,Mes a mes,Sí,Cheque por correo,45.75,344.2,No
5451-MHQOF,Un año,Sí,Cheque por correo,24.45,1431.65,No
4836-WNFNO,Dos años,No,Tarjeta de crédito (automática),25.0,1849.2,No
9225-BZLNZ,Dos años,Sí,Cheque electrónico,85.25,6083.1,No
0354-VXMJC,Dos años,No,Tarjeta de crédito (automática),19.6,426.65,No
4422-QVIJA,Mes a mes,No,Cheque por correo,50.15,1655.35,No
9365-SRSZE,Mes a mes,Sí,Cheque electrónico,70.55,1943.9,No
6839-ITVZJ,Mes a mes,Sí,Cheque electrónico,60.05,1616.15,Sí
8332-OSJDW,Un año,No,Cheque por correo,26.4,314.95,No
4735-BJKOU,Dos años,No,Cheque por correo,20.15,804.85,No
0274-JKUJR,Mes a mes,No,Cheque por correo,58.85,465.7,No
5740-YHGTW,Mes a mes,Sí,Tarjeta de crédito (automática),97.55,6669.05,No
8917-SZTTJ,Dos años,No,Tarjeta de crédito (automática),19.65,1161.75,No
1696-MZVAU,Un año,Sí,Tarjeta de crédito (automática),25.25,947.75,No
7359-WWYJV,Dos años,No,Tarjeta de crédito (automática),114.45,8375.05,No
0375-HVGXO,Mes a mes,Sí,Cheque electrónico,34.7,34.7,Sí
4906-ZHGPK,Un año,Sí,Cheque electrónico,70.7,3770.0,No
8593-WHYHV,Mes a mes,Sí,Cheque electrónico,85.3,264.8,Sí
3795-GWTRD,Dos años,No,Tarjeta de crédito (automática),75.55,4707.85,No
1298-PHBTI,Dos años,Sí,Cheque electrónico,84.8,6152.4,No
6223-DHJGV,Un año,Sí,Cheque por correo,20.65,958.1,No
6961-MJKBO,Dos años,No,Transferencia bancaria (automática),20.45,943.0,No
6097-EQISJ,Un año,Sí,Tarjeta de crédito (automática),102.45,6615.15,Sí
4423-YLHDV,Mes a mes,Sí,Transferencia bancaria (automática),104.4,2200.25,Sí
8158-WPEZG,Mes a mes,Sí,Cheque electrónico,35.65,425.1,No
0107-YHINA,Mes a mes,Sí,Cheque electrónico,99.75,99.75,Sí
4918-FYJNT,Mes a mes,No,Cheque electrónico,90.45,5044.8,No
0727-BNRLG,Dos años,Sí,Tarjeta de crédito (automática),97.65,6743.55,No
4854-CIDCF,Mes a mes,No,Cheque electrónico,73.85,196.4,No
8640-SDGKB,Mes a mes,Sí,Cheque electrónico,74.4,299.7,Sí
3280-MRDOF,Dos años,Sí,Tarjeta de crédito (automática),69.1,2093.9,No
6435-SRWBJ,Mes a mes,Sí,Cheque electrónico,82.75,417.75,No
9964-WBQDJ,Dos años,Sí,Tarjeta de crédito (automática),24.4,1725.4,No
6303-KFWSL,Un año,Sí,Cheque electrónico,55.25,1620.2,No
1702-CCFNJ,Mes a mes,No,Transferencia bancaria (automática),61.35,3169.55,No
7698-YFGEZ,Mes a mes,No,Cheque por correo,20.0,20.0,No
8932-CZHRQ,Un año,No,Tarjeta de crédito (automática),76.75,5233.25,No
0386-CWRGM,Dos años,No,Cheque por correo,19.4,967.85,No
5515-RUGKN,Mes a mes,Sí,Tarjeta de crédito (automática),54.75,438.05,No
0404-AHASP,Dos años,No,Tarjeta de crédito (automática),19.7,1421.9,No
2324-AALNO,Un año,No,Transferencia bancaria (automática),24.55,1203.95,No
7279-NMVJC,Un año,No,Transferencia bancaria (automática),19.9,323.15,No
2081-VEYEH,Mes a mes,Sí,Cheque electrónico,107.95,318.6,No
6407-UTSLV,Mes a mes,Sí,Transferencia bancaria (automática),83.8,163.7,No
4116-TZAQJ,Mes a mes,Sí,Tarjeta de crédito (automática),74.25,639.65,Sí
9060-HJJRW,Un año,Sí,Tarjeta de crédito (automática),56.4,2928.5,No
2587-YNLES,Dos años,No,Cheque por correo,20.1,100.35,No
7398-SKNQZ,Mes a mes,No,Cheque electrónico,94.9,273.2,No
5935-FCCNB,Mes a mes,Sí,Cheque electrónico,94.2,1608.15,No
1958-RNRKS,Mes a mes,No,Cheque electrónico,49.9,1441.95,No
6745-JEFZB,Mes a mes,Sí,Tarjeta de crédito (automática),91.5,3236.35,No
5136-RGMZO,Mes a mes,Sí,Cheque electrónico,71.05,2168.15,No
8345-MVDYC,Dos años,No,Transferencia bancaria (automática),81.65,3618.7,No
8226-BXGES,Un año,No,Transferencia bancaria (automática),89.45,5692.65,No
3877-JRJIP,Mes a mes,Sí,Cheque electrónico,59.85,59.85,Sí
8375-DKEBR,Mes a mes,Sí,Cheque electrónico,69.6,69.6,Sí
9705-IOVQQ,Un año,No,Cheque electrónico,99.0,5969.3,No
1015-OWJKI,Mes a mes,No,Cheque por correo,19.05,19.05,No
7511-YMXVQ,Mes a mes,Sí,Cheque electrónico,45.4,418.8,Sí
2040-XBAVJ,Dos años,No,Transferencia bancaria (automática),114.45,8100.55,No
7551-JOHTI,Mes a mes,No,Cheque por correo,19.5,19.5,Sí
8887-IPQNC,Mes a mes,Sí,Cheque por correo,44.25,313.45,No
8646-JCOMS,Un año,Sí,Transferencia bancaria (automática),90.55,6130.95,No
9804-ICWBG,Mes a mes,Sí,Cheque electrónico,69.9,69.9,Sí
1222-KJNZD,Mes a mes,Sí,Transferencia bancaria (automática),20.4,745.3,No
0106-GHRQR,Mes a mes,Sí,Transferencia bancaria (automática),71.4,1212.1,No
5318-IXUZF,Mes a mes,Sí,Transferencia bancaria (automática),87.15,183.75,Sí
3768-VHXQO,Dos años,No,Tarjeta de crédito (automática),24.85,1583.5,No
8952-WCVCD,Un año,Sí,Transferencia bancaria (automática),104.45,4162.05,No
2418-TPEUN,Dos años,Sí,Tarjeta de crédito (automática),19.8,1119.9,No
3963-RYFNS,Dos años,Sí,Transferencia bancaria (automática),116.45,8013.55,No
