ID_cliente,Servicio_telefonico,Lineas_multiples,Servicio_internet,Seguridad_en_linea,Copia_seguridad,Proteccion_dispositivo,Soporte_tecnico,Streaming_TV,Streaming_peliculas
6169-PPETC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4208-UFFGW,Sí,No,DSL,No,No,No,No,No,No
8584-KMVXD,Sí,No,Fibra óptica,No,Sí,No,No,No,No
8467-WYNSR,Sí,No,DSL,Sí,No,No,Sí,No,No
0851-DFJKB,Sí,No,DSL,Sí,No,Sí,Sí,No,No
5382-SOYZL,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
9448-REEVD,Sí,No,DSL,No,No,No,No,No,No
3261-CQXOL,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8388-FYNPZ,Sí,No,DSL,Sí,No,Sí,No,No,No
4002-BQWPQ,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí
5651-YLPRD,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No
2826-DXLQO,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No
0080-OROZO,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí
4378-BZYFP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9489-UTFKA,Sí,No,DSL,Sí,No,No,No,Sí,No
4849-PYRLQ,Sí,Sí,DSL,Sí,No,Sí,Sí,No,Sí
9117-SHLZX,Sí,No,DSL,No,No,No,No,No,No
9889-TMAHG,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,Sí
4541-RMRLG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7764-BDPEE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3429-IFLEM,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No
3158-MOERK,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
7294-TMAOP,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
5002-GCQFH,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No
0556-FJEGU,Sí,No,DSL,No,Sí,Sí,Sí,Sí,No
8919-FYFQZ,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No
0604-THJFP,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí
2834-JRTUA,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
5875-YPQFJ,Sí,No,Fibra óptica,No,No,No,No,No,No
5879-SESNB,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6646-QVXLR,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6461-PPAXN,Sí,No,DSL,Sí,No,No,Sí,No,No
3318-ISQFQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1106-HRLKZ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2483-XSSMZ,Sí,No,DSL,Sí,No,No,No,No,No
8603-IJWDN,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
8165-ZJRNM,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9369-XFEHK,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
2604-XVDAM,Sí,No,DSL,No,No,No,No,No,No
3717-OFRTN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9046-JBFWA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3280-NMUVX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1206-EHBDD,Sí,No,Fibra óptica,Sí,No,Sí,No,No,No
8361-LBRDI,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4883-KCPZJ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9108-EQPNQ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7277-KAMWT,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3842-IYKUE,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,No
6641-XRPSU,Sí,No,Fibra óptica,No,No,No,No,No,No
1374-DMZUI,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
2545-LXYVJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3234-VKACU,Sí,No,DSL,No,No,No,Sí,Sí,Sí
8357-EQXFO,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
1989-PRJHP,Sí,Sí,Fibra óptica,No,No,No,No,No,No
8120-JDCAM,Sí,No,Fibra óptica,No,No,No,No,No,No
8917-FAEMR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7047-YXDMZ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1902-XBTFB,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,No
2858-EIMXH,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
9524-EGPJC,Sí,Sí,Fibra óptica,No,No,No,Sí,No,Sí
6993-OHLXR,Sí,No,Fibra óptica,No,No,No,No,No,No
8818-XYFCQ,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí
6419-ZTTLE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0929-HYQEW,Sí,No,DSL,Sí,No,No,No,No,No
6614-YOLAC,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,Sí,Sí
7426-RHZGU,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí
4065-JJAVA,Sí,No,DSL,No,Sí,No,No,No,No
4695-VADHF,Sí,No,DSL,No,No,Sí,No,No,Sí
3863-IUBJR,Sí,No,DSL,No,No,No,No,No,Sí
7649-SIJJF,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí
9361-YNQWJ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3748-FVMZZ,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,Sí
9391-TTOYH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1452-XRSJV,Sí,No,DSL,Sí,No,No,No,No,No
3422-WJOYD,Sí,No,DSL,Sí,No,No,Sí,No,No
8242-SOQUO,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No
7460-ITWWP,Sí,No,Fibra óptica,No,No,Sí,No,No,Sí
7147-AYBAA,Sí,No,Fibra óptica,No,No,No,No,No,No
7868-TMWMZ,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
4822-RVYBB,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
6732-FZUGP,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,No
8436-BJUMM,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
4184-TJFAN,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,No
8329-GWVPJ,Sí,No,Fibra óptica,No,No,No,No,No,No
1352-VHKAJ,Sí,Sí,DSL,No,No,No,Sí,Sí,Sí
4145-UQXUQ,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
2632-TACXW,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8146-QQKZH,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí
1767-CJKBA,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6445-TNRXS,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
4581-LNWUM,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí
4869-EPIUS,Sí,No,Fibra óptica,No,No,No,No,No,Sí
9948-YPTDG,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No
1236-WFCDV,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
1915-OAKWD,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7296-PIXQY,Sí,No,Fibra óptica,No,No,No,No,No,No
4883-QICIH,Sí,No,Fibra óptica,No,No,No,No,No,No
3354-OADJP,Sí,No,DSL,Sí,No,No,Sí,No,No
3524-WQDSG,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
0810-DHDBD,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,No
4026-SKKHW,Sí,No,DSL,No,No,No,Sí,No,No
2829-HYVZP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8329-IBCTI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1271-SJBGZ,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,Sí
3845-JHAMY,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí
7013-PSXHK,Sí,Sí,DSL,No,No,Sí,Sí,Sí,Sí
5669-SRAIP,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,Sí
5981-ITEMU,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
3486-NPGST,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6941-PMGEP,Sí,No,Fibra óptica,No,No,No,No,No,Sí
1624-WOIWJ,Sí,No,Fibra óptica,Sí,No,No,No,Sí,No
2074-GKOWZ,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
0376-YMCJC,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No
6100-FJZDG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4829-ZLJTK,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
1730-VFMWO,Sí,No,DSL,No,No,No,Sí,No,No
7143-BQIBA,Sí,No,DSL,Sí,No,No,Sí,Sí,No
3800-LYTRK,Sí,No,DSL,Sí,No,No,Sí,No,No
0634-SZPQA,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,No
9646-NMHXE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7030-NJVDP,Sí,No,Fibra óptica,Sí,No,No,Sí,No,Sí
5536-RTPWK,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
8883-GRDWQ,Sí,No,DSL,Sí,No,No,Sí,No,No
6166-ILMNY,Sí,No,Fibra óptica,No,No,No,No,No,No
3097-NNSPB,Sí,No,DSL,No,Sí,No,No,No,No
7771-ZONAT,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí
0655-RBDUG,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
2111-DWYHN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4194-WHFCB,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,Sí
4121-AGSIN,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4361-BKAXE,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
9845-PEEKO,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
0455-XFASS,Sí,No,Fibra óptica,No,No,No,No,No,No
0301-KOBTQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1751-NCDLI,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
4367-NUYAO,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9878-TNQGW,Sí,No,Fibra óptica,No,No,No,No,No,Sí
9170-ARBTB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4441-NIHPT,Sí,No,Fibra óptica,No,No,Sí,No,No,No
8999-BOHSE,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
7241-AJHFS,Sí,Sí,Fibra óptica,Sí,No,No,Sí,No,No
7029-RPUAV,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
4546-FOKWR,Sí,Sí,Fibra óptica,No,No,No,No,No,No
9036-CSKBW,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
5832-TRLPB,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
8590-YFFQO,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No
8659-IOOPU,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,No,Sí
1338-CECEE,Sí,Sí,DSL,No,Sí,Sí,No,Sí,No
7439-DKZTW,Sí,No,Fibra óptica,No,No,No,No,Sí,No
4646-QZXTF,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí
4607-CHPCA,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
9742-XOKTS,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,No,No
6921-OZMFH,Sí,Sí,DSL,No,No,No,Sí,No,No
9578-FOMUK,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4712-UYOOI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8824-RWFXJ,Sí,No,DSL,No,Sí,Sí,No,No,No
7722-CVFXN,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
8717-VCTXJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7363-QTBIW,Sí,No,Fibra óptica,No,No,No,No,No,Sí
6818-WOBHJ,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí
4159-NAAIX,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
0971-QIFJK,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9397-TZSHA,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3391-JSQEW,Sí,No,DSL,No,Sí,No,No,No,No
0343-QLUZP,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No
9763-PDTKK,Sí,No,Fibra óptica,Sí,No,Sí,Sí,No,Sí
2176-LVPNX,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
7627-JKIAZ,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
3312-UUMZW,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
1271-UODNO,Sí,Sí,DSL,No,No,No,Sí,No,No
8461-EFQYM,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1755-FZQEC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6900-RBKER,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí
6891-JPYFF,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí
1459-QNFQT,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
1047-NNCBF,Sí,No,Fibra óptica,No,No,No,No,No,No
3696-XRIEN,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí
4081-DYXAV,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí
0074-HDKDG,Sí,No,DSL,Sí,Sí,Sí,No,No,No
8791-GFXLZ,Sí,No,DSL,No,Sí,No,No,No,No
8111-SLLHI,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
0927-LCSMG,Sí,No,Fibra óptica,No,No,Sí,No,No,No
9330-DHBFL,Sí,No,DSL,Sí,Sí,Sí,Sí,No,No
0098-BOWSO,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3452-ABWRL,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
5859-HZYLF,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8257-RZAHR,Sí,Sí,DSL,Sí,No,No,No,Sí,No
5293-WXJAK,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
3156-QLHBO,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2208-NQBCT,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No
1779-PWPMG,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
6621-NRZAK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0831-JNISG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0774-IFUVM,Sí,Sí,DSL,Sí,No,No,No,Sí,No
3082-WQRVY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9553-DLCLU,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
1641-BYBTK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2460-NGXBJ,Sí,Sí,Fibra óptica,No,No,No,No,No,No
2446-ZKVAF,Sí,Sí,DSL,No,Sí,No,No,No,No
0841-NULXI,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí
3522-CDKHF,Sí,No,Fibra óptica,Sí,No,No,No,No,No
1430-SFQSA,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No
0411-EZJZE,Sí,Sí,DSL,No,No,No,No,Sí,No
7851-WZEKY,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
6133-OZILE,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,No
8844-TONUD,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
8807-ARQET,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,Sí
8992-CEUEN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4320-QMLLA,Sí,No,DSL,No,No,No,No,Sí,No
8777-PVYGU,Sí,No,DSL,Sí,No,Sí,No,Sí,No
8292-ITGYJ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6870-ZWMNX,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,No
0621-CXBKL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5268-DSMNQ,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No
5334-JLAXU,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,Sí
4086-YQSNZ,Sí,No,Fibra óptica,No,No,No,No,Sí,No
6242-MBHPK,Sí,No,Fibra óptica,Sí,No,No,No,Sí,Sí
5868-CZJDR,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No
9359-UGBTK,Sí,No,DSL,Sí,No,Sí,Sí,No,Sí
0135-NMXAP,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No
4782-OSFXZ,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí
6479-OAUSD,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7129-ACFOG,Sí,Sí,DSL,Sí,No,No,No,No,No
4189-NAKJS,Sí,Sí,DSL,No,No,No,No,No,No
5562-BETPV,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1282-IHQAC,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,Sí,No
9127-FHJBZ,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
6270-OMFIW,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
1641-RQDAY,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
0107-WESLM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6994-ORCWG,Sí,Sí,DSL,No,Sí,No,No,No,No
1346-UFHAX,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
1839-FBNFR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3992-YWPKO,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
2933-XEUJM,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí
0125-LZQXK,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí
5461-QKNTN,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,No
4835-YSJMR,Sí,No,DSL,No,No,No,Sí,No,No
8399-YNDCH,Sí,No,DSL,No,No,Sí,No,Sí,No
3164-YAXFY,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,Sí,Sí
9036-CSKBW,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
0887-WBJVH,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí
4660-IRIBM,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,No
5673-FSSMF,Sí,Sí,DSL,No,No,No,No,No,Sí
7670-ZBPOQ,Sí,Sí,DSL,Sí,No,No,Sí,No,No
8089-UZWLX,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
0080-OROZO,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí
3916-NRPAP,Sí,No,Fibra óptica,No,No,Sí,No,No,Sí
6807-SIWJI,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí
8221-HVAYI,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No
1579-KLYDT,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No
5232-NXPAY,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
8967-SZQAS,Sí,No,DSL,No,Sí,No,No,No,No
4468-KAZHE,Sí,No,DSL,No,Sí,No,No,No,Sí
0455-ENTCR,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,Sí
8944-AILEF,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5542-NKVRU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7126-RBHSD,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
5370-IIVVL,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
6789-HJBWG,Sí,No,DSL,No,Sí,No,No,No,No
3927-NLNRY,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
9087-EYCPR,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6791-YBNAK,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
6358-LYNGM,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6077-BDPXA,Sí,No,Fibra óptica,No,No,No,No,No,No
0013-MHZWF,Sí,No,DSL,No,No,No,Sí,Sí,Sí
5494-HECPR,Sí,No,Fibra óptica,No,No,No,No,Sí,No
8268-YDIXR,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,No
9824-BEMCV,Sí,No,Fibra óptica,No,No,No,No,No,No
1373-ORVIZ,Sí,Sí,DSL,No,No,No,Sí,No,Sí
4291-SHSBH,Sí,No,Fibra óptica,No,No,No,No,No,No
6980-IMXXE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9866-QEVEE,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
9897-KXHCM,Sí,No,Fibra óptica,No,No,No,No,No,Sí
0040-HALCW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0784-GTUUK,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7979-CORPM,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No
2294-DMMUS,Sí,Sí,DSL,No,No,No,No,Sí,Sí
0872-JCPIB,Sí,Sí,DSL,Sí,No,No,No,No,Sí
3055-MJDSB,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
9091-WTUUY,Sí,No,DSL,Sí,No,Sí,Sí,Sí,No
1618-CFHME,Sí,Sí,Fibra óptica,No,No,No,No,No,No
3165-HDOEW,Sí,No,DSL,No,No,No,No,No,No
6581-NQCBA,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,Sí
7115-IRDHS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8496-DMZUK,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,No
2040-VZIKE,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí
9068-VPWQQ,Sí,Sí,DSL,Sí,No,Sí,Sí,No,Sí
0178-SZBHO,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No
0384-RVBPI,Sí,No,DSL,Sí,No,Sí,No,No,Sí
1689-MRZQR,Sí,No,Fibra óptica,No,No,No,No,Sí,No
