Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,País,Edad,Género,Dispositivo,Duración Plan
2427,Básica,10,03,08,23,14,07,24,Italia,28,Femenino,Smartphone,6 Meses
2428,Estándar,12,06,08,23,15,07,24,EEUU,30,Femenino,Tablet,1 Mes
2429,Premium,14,10,08,23,12,07,24,España,30,Femenino,Smartphone,1 Mes
2430,Básica,10,13,08,23,11,07,24,Reino Unido,44,Femenino,Tablet,1 Mes
2431,Premium,14,15,08,23,14,07,24,Canadá,29,Femenino,Smart TV,1 Mes
2432,Básica,10,19,08,23,14,07,24,Francia,28,Femenino,Tablet,1 Mes
2433,Estándar,12,22,08,23,11,07,24,Reino Unido,48,Masculino,Tablet,12 Meses
2434,Estándar,12,28,08,23,11,07,24,Canadá,42,Femenino,Smart TV,1 Mes
2435,Básica,10,06,09,23,13,07,24,Alemania,39,Masculino,Smartphone,1 Mes
2436,Premium,14,16,09,23,13,07,24,,44,Femenino,Smart TV,12 Meses
2437,Básica,10,18,09,23,11,07,24,Reino Unido,49,Masculino,Smart TV,12 Meses
2438,Estándar,12,23,09,23,11,07,24,España,49,Femenino,Smart TV,6 Meses
2439,Premium,14,28,09,23,13,07,24,Canadá,36,Femenino,Ordenador,6 Meses
2440,Básica,10,29,09,23,12,07,24,Francia,50,Femenino,Ordenador,6 Meses
2441,Premium,14,07,10,23,10,07,24,Australia,49,Femenino,Smartphone,12 Meses
2442,Básica,10,08,10,23,12,07,24,EEUU,36,Masculino,Smartphone,6 Meses
2443,Estándar,12,10,10,23,13,07,24,España,28,Femenino,Ordenador,3 Meses
2444,Estándar,12,14,10,23,12,07,24,EEUU,45,Femenino,Smartphone,1 Mes
2445,Básica,10,16,10,23,10,07,24,Reino Unido,31,Femenino,Smartphone,12 Meses
2446,Premium,14,18,10,23,12,07,24,Australia,46,Masculino,Tablet,3 Meses
2447,Básica,10,21,10,23,12,07,24,Francia,27,Masculino,Tablet,6 Meses
2448,Estándar,12,24,10,23,12,07,24,Brasil,43,Masculino,Tablet,1 Mes
2449,Premium,14,27,10,23,09,07,24,España,51,Femenino,Smart TV,1 Mes
2450,Básica,10,29,10,23,13,07,24,Brasil,47,Femenino,Smartphone,12 Meses
2451,Premium,14,31,10,23,12,07,24,Alemania,48,Femenino,Tablet,1 Mes
2452,Básica,10,04,11,23,13,07,24,Canadá,31,Femenino,Tablet,3 Meses
2453,Estándar,12,06,11,23,11,07,24,Brasil,48,Femenino,Smartphone,6 Meses
2454,Estándar,12,08,11,23,13,07,24,Reino Unido,36,Masculino,Smartphone,1 Mes
2455,Básica,10,09,11,23,11,07,24,Canadá,38,Femenino,Tablet,3 Meses
2456,Premium,14,11,11,23,13,07,24,Italia,39,Masculino,Smartphone,1 Mes
2457,Básica,10,12,11,23,10,07,24,Méjico,48,Masculino,Tablet,6 Meses
2458,Estándar,12,12,11,23,12,07,24,Francia,30,Femenino,Smart TV,1 Mes
2459,Premium,14,12,11,23,12,07,24,Italia,30,Masculino,Smart TV,1 Mes
2460,Básica,10,12,11,23,13,07,24,Italia,35,Femenino,Smart TV,1 Mes
2461,Premium,14,13,11,23,12,07,24,,41,Masculino,Ordenador,1 Mes
2462,Básica,10,13,11,23,13,07,24,Canadá,40,Femenino,Smart TV,12 Meses
2463,Estándar,12,12,11,23,11,07,24,EEUU,50,Masculino,Smart TV,1 Mes
2464,Estándar,12,05,11,23,12,07,24,Australia,42,Femenino,Smartphone,1 Mes
2465,Básica,10,03,11,23,11,07,24,EEUU,30,Masculino,Tablet,1 Mes
2466,Premium,14,30,10,23,14,07,24,Reino Unido,34,Masculino,Ordenador,1 Mes
2467,Básica,10,26,10,23,11,07,24,Reino Unido,40,Femenino,Smartphone,1 Mes
2468,Estándar,12,24,10,23,12,07,24,Canadá,47,Femenino,Smartphone,12 Meses
2469,Premium,14,24,10,23,11,07,24,Italia,36,Masculino,Ordenador,1 Mes
2470,Básica,10,20,10,23,13,07,24,Canadá,50,Femenino,Tablet,12 Meses
2471,Básica,10,17,10,23,11,07,24,EEUU,46,Masculino,Smartphone,3 Meses
2472,Básica,10,29,09,23,14,07,24,Reino Unido,27,Femenino,Tablet,3 Meses
2473,Estándar,12,28,09,23,11,07,24,EEUU,39,Femenino,Ordenador,6 Meses
2474,Premium,14,06,09,23,12,07,24,Australia,49,Masculino,Smart TV,1 Mes
2475,Básica,10,05,09,23,11,07,24,España,37,Femenino,Tablet,1 Mes
2476,Básica,10,31,08,23,15,07,24,Méjico,28,Masculino,Tablet,12 Meses
2477,Premium,14,30,08,23,12,07,24,Canadá,40,Masculino,Ordenador,6 Meses
2478,Estándar,12,16,08,23,13,07,24,Brasil,47,Masculino,Tablet,6 Meses
2479,Estándar,12,16,08,23,11,07,24,Brasil,51,Femenino,Ordenador,3 Meses
2480,Básica,10,07,08,23,14,07,24,,47,Masculino,Ordenador,6 Meses
2481,Premium,14,05,08,23,12,07,24,Australia,33,Femenino,Ordenador,3 Meses
2482,Estándar,12,06,08,23,14,07,24,Canadá,37,Femenino,Ordenador,3 Meses
2483,Básica,10,28,07,23,11,07,24,Italia,42,Masculino,Ordenador,6 Meses
2484,Estándar,12,29,07,23,13,07,24,Canadá,50,Femenino,Smart TV,3 Meses
2485,Premium,14,25,07,23,12,07,24,EEUU,47,Femenino,Tablet,1 Mes
2486,Básica,10,25,07,23,14,07,24,Australia,40,Femenino,Smartphone,1 Mes
2487,Premium,14,25,07,23,12,07,24,Alemania,35,Masculino,Smart TV,3 Meses
2488,Estándar,12,18,07,23,13,07,24,Canadá,29,Femenino,Smartphone,3 Meses
2489,Básica,10,17,07,23,12,07,24,Reino Unido,48,Femenino,Smartphone,6 Meses
2490,Estándar,12,17,07,23,15,07,24,Reino Unido,35,Masculino,Smart TV,12 Meses
2491,Premium,14,18,07,23,11,07,24,Brasil,41,Femenino,Smartphone,12 Meses
2492,Básica,10,19,07,23,12,07,24,Australia,29,Femenino,Ordenador,3 Meses
2493,Estándar,12,20,07,23,11,07,24,Canadá,33,Masculino,Smart TV,1 Mes
2494,Premium,14,21,07,23,15,07,24,Australia,36,Masculino,Smart TV,1 Mes
2495,Básica,10,23,07,23,12,07,24,EEUU,43,Femenino,Ordenador,6 Meses
2496,Premium,14,25,07,23,12,07,24,Australia,28,Femenino,Smart TV,1 Mes
2497,Básica,10,04,08,23,14,07,24,Australia,33,Femenino,Smart TV,12 Meses
2498,Estándar,12,09,08,23,15,07,24,EEUU,38,Masculino,Ordenador,12 Meses
2499,Estándar,12,12,08,23,12,07,24,Italia,48,Femenino,Tablet,6 Meses
2500,Básica,10,13,08,23,12,07,24,España,35,Femenino,Smart TV,6 Meses
